35807197760, 35830532243, 11, 23
35807238980, 35828693998, 5, 21
35807303156, 36055638136, 67, 248
35807328523, 35835876622, 127, 28
35807721420, 35851677057, 0, 44
35807774717, 35864284321, 68, 57
35807840680, 35862630706, 12, 55
35808077491, 35863212477, 1, 55
35808118014, 35857010040, 69, 49
35808157364, 35863337070, 13, 55
35808386638, 35862278059, 2, 54
35808424048, 35863743541, 70, 55
35808462688, 35866579117, 14, 58
35808714831, 35870508692, 3, 62
35808730041, 35873183762, 71, 65
35808764518, 35886536087, 15, 78
35809049218, 35880654680, 4, 71
35809053662, 35884661705, 72, 75
35809079942, 35886685577, 16, 77
35809354619, 35892159436, 73, 83
35809359519, 35891589489, 8, 82
35809371536, 35891622933, 17, 82
35809681282, 35900097922, 74, 91
35809710489, 35902117251, 18, 93
35809736232, 35908173945, 6, 99
35810006513, 35906459470, 75, 96
35810027826, 35916483124, 19, 106
35810083110, 35908744175, 7, 98
35810317193, 35915960083, 76, 105
35810338647, 35917033881, 20, 107
35810401740, 35915635563, 102, 105
35810648170, 35917501929, 103, 107
35810714767, 35926862770, 21, 116
35810725060, 35924204980, 77, 114
35810984374, 35926710556, 104, 116
35811036844, 35937005351, 22, 126
35811050928, 35939611650, 78, 128
35811277198, 35936333047, 105, 125
35811325371, 35942928358, 23, 131
35811340768, 35936868981, 79, 125
35811573475, 35943269811, 106, 132
35811651081, 35945203380, 80, 134
35811664845, 35945289037, 24, 134
35811930042, 35951889198, 107, 140
35811985492, 35963469791, 81, 152
35811988785, 35963483265, 25, 152
35812218145, 35961351879, 108, 149
35812281902, 35960845675, 82, 148
35812287029, 35962408143, 26, 150
35812508579, 35960977092, 109, 148
35812586059, 35970640503, 83, 158
35812601079, 35969185738, 27, 157
35812833666, 35974482154, 110, 162
35812897503, 35981461362, 84, 169
35812935956, 35984662702, 28, 172
35813123393, 35987190655, 111, 174
35813185420, 35983912191, 85, 170
35813220906, 35993417295, 29, 180
35813412587, 35991048113, 112, 178
35813470317, 35996567499, 86, 183
35813508904, 35998527111, 30, 185
35813717321, 35999550832, 113, 186
35813776994, 36003606077, 87, 190
35813825671, 36012005737, 31, 199
35814024677, 36012794594, 114, 198
35814108677, 36013888135, 88, 199
35814125381, 36015745894, 32, 201
35814320361, 36015556064, 115, 201
35814410548, 36022194631, 89, 208
35814417641, 36021182717, 33, 207
35814608488, 36019762022, 116, 205
35814719442, 36035094013, 90, 221
35814721145, 36028119388, 34, 214
35814933078, 36035637470, 117, 221
35815040218, 36033664264, 35, 218
35815070175, 36041664604, 91, 226
35815240459, 36043224139, 118, 228
35815334996, 36038444050, 36, 223
35815370812, 36044552344, 92, 229
35815586249, 36076169960, 119, 261
35815648623, 35838587302, 37, 23
35815710273, 36068227767, 93, 253
35820205524, 35834220680, 94, 14
35820920082, 36046535122, 95, 226
35821593306, 36056698564, 96, 235
35821951516, 36050675721, 120, 229
35822339384, 36065676611, 121, 243
35822378550, 36065294244, 97, 243
35822408847, 36058452266, 98, 236
35822421550, 36111172926, 99, 289
35822433260, 36078265419, 100, 256
35822443907, 36065559954, 101, 243
35822620614, 36069542642, 9, 247
35822641744, 36072905406, 124, 250
35822654764, 36088964317, 122, 266
35822665064, 36085065906, 123, 263
35822675111, 36085917634, 126, 263
35822685841, 36088842371, 125, 266
35822700331, 36102065439, 52, 280
35822711844, 36105445270, 38, 283
35822722251, 36104250962, 39, 282
35822732344, 36107105101, 40, 285
35822744767, 36107583779, 41, 285
35822755157, 36111164600, 42, 289
35822765627, 36114725547, 43, 292
35822776257, 36112745795, 44, 290
35822787594, 36115238077, 45, 293
35822797171, 36132266274, 46, 310
35822833424, 36123897187, 47, 301
35822854197, 36124394931, 48, 302
35822866127, 36129415210, 49, 307
35822875734, 36131034835, 50, 309
35822885857, 36136280581, 51, 314
35822915394, 36162778252, 53, 340
35823151618, 36138726241, 10, 315
35823168954, 36138649354, 60, 315
35823180421, 36140635840, 54, 317
35823191624, 36140390099, 55, 317
35823202351, 36146664173, 56, 323
35823212511, 36162183381, 57, 339
35823222781, 36148872929, 58, 325
35823233471, 36163297022, 59, 340
35823300531, 36160182942, 61, 337
35823322645, 36163635836, 62, 340
35823673215, 36162184511, 64, 339
35823684295, 36167555654, 63, 344
35823694525, 36166212502, 65, 343
35823705622, 36165606582, 66, 342