127, 74, 11700, 11774
54, 400, 13799, 14199
4, 133, 26007, 26140
98, 229, 18211, 18440
6, 105, 31810, 31915
91, 69, 15112, 15181
10, 7662, 22546, 30208
29, 71, 20083, 20154
101, 2475, 24678, 27153
5, 30, 52366, 52396
97, 23, 54713, 54736
69, 43, 55520, 55563
71, 23, 57094, 57117
70, 25, 59023, 59048
7, 25, 60304, 60329
124, 36, 17158, 17194
72, 23, 65030, 65053
73, 26, 66546, 66572
75, 23, 67675, 67698
76, 23, 67783, 67806
74, 24, 69597, 69621
77, 23, 73024, 73047
99, 46, 66958, 67004
78, 27, 78610, 78637
80, 57, 68085, 68142
9, 202, 81469, 81671
53, 16497, 65046, 81543
81, 15728, 56847, 72575
47, 63, 60203, 60266
93, 9615, 57675, 67290
68, 204, 89221, 89425
87, 75, 60190, 60265
94, 79, 60336, 60415
64, 3859, 63055, 66914
100, 7988, 70501, 78489
17, 6499, 73861, 80360
58, 14596, 67782, 82378
11, 62, 73506, 73568
103, 32, 87769, 87801
107, 17, 73512, 73529
106, 19, 75013, 75032
105, 42, 76026, 76068
108, 17, 79045, 79062
8, 24794, 77547, 102341
109, 18, 81695, 81713
25, 5234, 80788, 86022
123, 3596, 70223, 73819
120, 38, 76814, 76852
113, 9039, 74470, 83509
88, 3268, 87410, 90678
117, 7323, 77076, 84399
116, 7694, 78931, 86625
118, 7458, 80579, 88037
102, 21444, 90731, 112175
126, 23, 84217, 84240
125, 24, 85854, 85878
50, 26301, 87619, 113920
51, 26286, 88694, 114980
18, 26284, 88751, 115035
20, 26407, 90877, 117284
19, 26332, 91687, 118019
22, 26459, 96989, 123448
21, 26431, 97467, 123898
23, 26477, 98441, 124918
110, 13552, 99561, 113113
31, 26521, 99957, 126478
52, 26420, 101335, 127755
84, 5353, 114623, 119976
26, 5337, 117911, 123248
12, 5272, 121602, 126874
28, 26555, 112761, 139316
27, 26604, 117502, 144106
30, 5345, 129487, 134832
56, 5419, 131886, 137305
1, 26635, 125261, 151896
79, 47439, 127750, 175189
34, 5281, 141707, 146988
92, 26745, 130034, 156779
45, 21570, 130637, 152207
95, 18684, 134807, 153491
82, 20896, 135208, 156104
3, 17131, 142788, 159919
24, 20985, 142891, 163876
89, 17164, 144101, 161265
65, 17128, 146215, 163343
33, 17258, 149216, 166474
90, 17279, 152189, 169468
38, 47235, 154185, 201420
13, 17282, 156958, 174240
35, 17370, 164942, 182312
32, 17338, 168674, 186012
37, 17396, 171834, 189230
36, 17467, 172187, 189654
119, 8294, 175740, 184034
0, 17434, 176050, 193484
66, 17473, 176591, 194064
42, 17505, 183473, 200978
67, 17475, 185659, 203134
43, 17514, 189407, 206921
39, 17565, 198872, 216437
83, 17629, 201463, 219092
49, 17510, 202855, 220365
112, 11412, 203509, 214921
15, 17678, 206336, 224014
60, 17703, 206494, 224197
14, 17732, 209805, 227537
40, 17788, 214928, 232716
62, 17761, 223317, 241078
44, 17839, 224193, 242032
46, 17909, 227962, 245871
41, 17817, 228942, 246759
63, 17896, 231102, 248998
85, 17903, 236760, 254663
61, 20568, 239820, 260388
16, 17946, 241607, 259553
48, 22203, 243927, 266130
2, 20686, 243947, 264633
55, 20775, 244882, 265657
57, 20434, 244845, 265279
59, 22842, 247540, 270382
104, 12722, 248072, 260794
96, 19788, 248567, 268355
86, 22344, 249430, 271774
114, 11380, 254987, 266367
115, 42, 268175, 268217
122, 37, 267373, 267410
111, 39, 274221, 274260
121, 9022, 263592, 272614